18800  -0.40000  -0.40000
18900  -0.49000  -0.49000
19000  -0.45000  -0.45000
19100  -0.45000  -0.45000
19200  -0.49000  -0.49000
19300  -0.49000  -0.49000
19400  -0.48000  -0.48000
19500  -0.53000  -0.53000
19600  -0.47000  -0.47000
19700  -0.47000  -0.47000
19800  -0.48000  -0.48000
19900  -0.46000  -0.46000
20000  -0.40000  -0.40000
20100  -0.45000  -0.45000
20200  -0.36000  -0.36000
20300  -0.37000  -0.37000
20400  -0.45000  -0.45000
20500  -0.38000  -0.38000
20600  -0.54000  -0.54000
20700  -0.34000  -0.34000
20800  -0.53000  -0.53000
20900  -0.37000  -0.37000
21000  -0.45000  -0.45000
21100  -0.42000  -0.42000
21200  -0.49000  -0.49000
21300  -0.49000  -0.49000
21400  -0.45000  -0.45000
21500  -0.43000  -0.43000
21600  -0.45000  -0.45000
21700  -0.48000  -0.48000
21800  -0.43000  -0.43000
21900  -0.37000  -0.37000
22000  -0.46000  -0.46000
22100  -0.42000  -0.42000
22200  -0.52000  -0.52000
22300  -0.38000  -0.38000
22400  -0.47000  -0.47000
22500  -0.55000  -0.55000
22600  -0.46000  -0.46000
22700  -0.36000  -0.36000
22800  -0.46000  -0.46000
22900  -0.54000  -0.54000
23000  -0.47000  -0.47000
23100  -0.51000  -0.51000
23200  -0.39000  -0.39000
23300  -0.31000  -0.31000
23400  -0.39000  -0.39000
23500  -0.47000  -0.47000
23600  -0.46000  -0.46000
23700  -0.48000  -0.48000
23800  -0.41000  -0.41000
23900  -0.48000  -0.48000
24000  -0.39000  -0.39000
24100  -0.51000  -0.51000
24200  -0.45000  -0.45000
24300  -0.42000  -0.42000
24400  -0.55000  -0.55000
24500  -0.46000  -0.46000
24600  -0.44000  -0.44000
24700  -0.46000  -0.46000
24800  -0.47000  -0.47000
24900  -0.44000  -0.44000
25000  -0.42000  -0.42000
25100  -0.41000  -0.41000
25200  -0.48000  -0.48000
25300  -0.52000  -0.52000
25400  -0.48000  -0.48000
25500  -0.38000  -0.38000
25600  -0.49000  -0.49000
25700  -0.46000  -0.46000
25800  -0.36000  -0.36000
25900  -0.44000  -0.44000
26000  -0.38000  -0.38000
26100  -0.42000  -0.42000
26200  -0.44000  -0.44000
26300  -0.43000  -0.43000
26400  -0.52000  -0.52000
26500  -0.38000  -0.38000
26600  -0.58000  -0.58000
26700  -0.44000  -0.44000
26800  -0.48000  -0.48000
26900  -0.40000  -0.40000
27000  -0.42000  -0.42000
27100  -0.41000  -0.41000
27200  -0.41000  -0.41000
27300  -0.40000  -0.40000
27400  -0.36000  -0.36000
27500  -0.41000  -0.41000
27600  -0.46000  -0.46000
27700  -0.51000  -0.51000
27800  -0.41000  -0.41000
27900  -0.32000  -0.32000
28000  -0.49000  -0.49000
28100  -0.46000  -0.46000
28200  -0.44000  -0.44000
28300  -0.46000  -0.46000
28400  -0.49000  -0.49000
28500  -0.37000  -0.37000
28600  -0.41000  -0.41000
28700  -0.49000  -0.49000
28800  -0.46000  -0.46000
28900  -0.42000  -0.42000
29000  -0.44000  -0.44000
29100  -0.47000  -0.47000
29200  -0.49000  -0.49000
29300  -0.46000  -0.46000
29400  -0.38000  -0.38000
29500  -0.49000  -0.49000
29600  -0.38000  -0.38000
29700  -0.33000  -0.33000
29800  -0.46000  -0.46000
29900  -0.51000  -0.51000
30000  -0.41000  -0.41000
30100  -0.46000  -0.46000
30200  -0.53000  -0.53000
30300  -0.38000  -0.38000
30400  -0.39000  -0.39000
30500  -0.47000  -0.47000
30600  -0.51000  -0.51000
30700  -0.41000  -0.41000
30800  -0.50000  -0.50000
30900  -0.52000  -0.52000
31000  -0.49000  -0.49000
31100  -0.44000  -0.44000
31200  -0.37000  -0.37000
31300  -0.41000  -0.41000
31400  -0.49000  -0.49000
31500  -0.42000  -0.42000
31600  -0.51000  -0.51000
31700  -0.49000  -0.49000
31800  -0.49000  -0.49000
31900  -0.50000  -0.50000
32000  -0.33000  -0.33000
32100  -0.48000  -0.48000
32200  -0.44000  -0.44000
32300  -0.34000  -0.34000
32400  -0.39000  -0.39000
32500  -0.36000  -0.36000
32600  -0.40000  -0.40000
32700  -0.43000  -0.43000
32800  -0.40000  -0.40000
32900  -0.49000  -0.49000
33000  -0.45000  -0.45000
33100  -0.43000  -0.43000
33200  -0.48000  -0.48000
33300  -0.45000  -0.45000
33400  -0.40000  -0.40000
33500  -0.47000  -0.47000
33600  -0.49000  -0.49000
33700  -0.52000  -0.52000
33800  -0.43000  -0.43000
33900  -0.49000  -0.49000
34000  -0.47000  -0.47000
34100  -0.51000  -0.51000
34200  -0.44000  -0.44000
34300  -0.46000  -0.46000
34400  -0.43000  -0.43000
34500  -0.37000  -0.37000
34600  -0.50000  -0.50000
34700  -0.41000  -0.41000
34800  -0.47000  -0.47000
34900  -0.44000  -0.44000
35000  -0.42000  -0.42000
35100  -0.43000  -0.43000
35200  -0.41000  -0.41000
35300  -0.46000  -0.46000
35400  -0.55000  -0.55000
35500  -0.43000  -0.43000
35600  -0.36000  -0.36000
35700  -0.44000  -0.44000
35800  -0.42000  -0.42000
35900  -0.42000  -0.42000
36000  -0.48000  -0.48000
36100  -0.38000  -0.38000
36200  -0.40000  -0.40000
36300  -0.41000  -0.41000
36400  -0.48000  -0.48000
36500  -0.40000  -0.40000
36600  -0.49000  -0.49000
36700  -0.41000  -0.41000
36800  -0.42000  -0.42000
36900  -0.38000  -0.38000
37000  -0.34000  -0.34000
37100  -0.40000  -0.40000
37200  -0.44000  -0.44000
37300  -0.46000  -0.46000
37400  -0.48000  -0.48000
37500  -0.43000  -0.43000
37600  -0.49000  -0.49000
37700  -0.39000  -0.39000
37800  -0.51000  -0.51000
37900  -0.43000  -0.43000
38000  -0.38000  -0.38000
38100  -0.35000  -0.35000
38200  -0.41000  -0.41000
38300  -0.43000  -0.43000
38400  -0.50000  -0.50000
38500  -0.43000  -0.43000
38600  -0.30000  -0.30000
38700  -0.43000  -0.43000
38800  -0.37000  -0.37000
38900  -0.44000  -0.44000
39000  -0.41000  -0.41000
39100  -0.43000  -0.43000
39200  -0.47000  -0.47000
39300  -0.42000  -0.42000
39400  -0.43000  -0.43000
39500  -0.41000  -0.41000
39600  -0.47000  -0.47000
39700  -0.46000  -0.46000
39800  -0.48000  -0.48000
39900  -0.55000  -0.55000
40000  -0.58000  -0.58000
40100  -0.48000  -0.48000
40200  -0.43000  -0.43000
40300  -0.45000  -0.45000
40400  -0.46000  -0.46000
40500  -0.42000  -0.42000
40600  -0.45000  -0.45000
40700  -0.42000  -0.42000
40800  -0.47000  -0.47000
40900  -0.54000  -0.54000
41000  -0.48000  -0.48000
41100  -0.33000  -0.33000
41200  -0.43000  -0.43000
41300  -0.42000  -0.42000
41400  -0.50000  -0.50000
41500  -0.38000  -0.38000
41600  -0.43000  -0.43000
41700  -0.53000  -0.53000
