0 900 15.900358 9.180076 13.491901
0.000000 0.000000 0.000000
0.530012 -0.918008 -0.374775
1.590036 -0.918008 0.000000
2.120048 0.000000 -0.374775
0.000000 1.836015 0.000000
0.530012 0.918008 -0.374775
1.590036 0.918008 0.000000
2.120048 1.836015 -0.374775
0.000000 3.672030 0.000000
0.530012 2.754023 -0.374775
1.590036 2.754023 0.000000
2.120048 3.672030 -0.374775
0.000000 5.508046 0.000000
0.530012 4.590038 -0.374775
1.590036 4.590038 0.000000
2.120048 5.508046 -0.374775
0.000000 7.344061 0.000000
0.530012 6.426053 -0.374775
1.590036 6.426053 0.000000
2.120048 7.344061 -0.374775
3.180072 0.000000 0.000000
3.710083 -0.918008 -0.374775
4.770107 -0.918008 0.000000
5.300119 0.000000 -0.374775
3.180072 1.836015 0.000000
3.710083 0.918008 -0.374775
4.770107 0.918008 0.000000
5.300119 1.836015 -0.374775
3.180072 3.672030 0.000000
3.710083 2.754023 -0.374775
4.770107 2.754023 0.000000
5.300119 3.672030 -0.374775
3.180072 5.508046 0.000000
3.710083 4.590038 -0.374775
4.770107 4.590038 0.000000
5.300119 5.508046 -0.374775
3.180072 7.344061 0.000000
3.710083 6.426053 -0.374775
4.770107 6.426053 0.000000
5.300119 7.344061 -0.374775
6.360143 0.000000 0.000000
6.890155 -0.918008 -0.374775
7.950179 -0.918008 0.000000
8.480191 0.000000 -0.374775
6.360143 1.836015 0.000000
6.890155 0.918008 -0.374775
7.950179 0.918008 0.000000
8.480191 1.836015 -0.374775
6.360143 3.672030 0.000000
6.890155 2.754023 -0.374775
7.950179 2.754023 0.000000
8.480191 3.672030 -0.374775
6.360143 5.508046 0.000000
6.890155 4.590038 -0.374775
7.950179 4.590038 0.000000
8.480191 5.508046 -0.374775
6.360143 7.344061 0.000000
6.890155 6.426053 -0.374775
7.950179 6.426053 0.000000
8.480191 7.344061 -0.374775
9.540215 0.000000 0.000000
10.070227 -0.918008 -0.374775
11.130250 -0.918008 0.000000
11.660262 0.000000 -0.374775
9.540215 1.836015 0.000000
10.070227 0.918008 -0.374775
11.130250 0.918008 0.000000
11.660262 1.836015 -0.374775
9.540215 3.672030 0.000000
10.070227 2.754023 -0.374775
11.130250 2.754023 0.000000
11.660262 3.672030 -0.374775
9.540215 5.508046 0.000000
